;	V3 text file written for MicroBrightField products.
  (-2658.35  1557.50    51.18     9.30)  ;  1, 188
  (-2658.35  1564.47    51.18     9.30)  ;  1, 189
  (-2686.25  1622.61    51.18     9.30)  ;  1, 190
  (-2697.88  1650.52    51.18     9.30)  ;  1, 191
  (-2709.51  1690.05    51.18     9.30)  ;  1, 192
  (-2718.81  1713.31    51.18     9.30)  ;  1, 193
  (-2732.76  1752.84    51.18     9.30)  ;  1, 194
  (-2737.42  1762.15    51.18     9.30)  ;  1, 195
  (-2772.30  1804.01    51.18     9.30)  ;  1, 196
  (-2786.25  1829.59    51.18     9.30)  ;  1, 197
  (-2797.88  1855.17    51.18     9.30)  ;  1, 198
  (-2807.18  1878.42    51.18     9.30)  ;  1, 199
  (-2825.79  1936.56    51.18     9.30)  ;  1, 200
  (-2828.11  1948.19    51.18     9.30)  ;  1, 201
  (-2839.74  1990.05    51.18     9.30)  ;  1, 202
  (-2849.04  2006.33    51.18     9.30)  ;  1, 203
  (-2867.65  2041.21    51.18     9.30)  ;  1, 204
  (-2883.93  2062.14    51.18     9.30)  ;  1, 205
  (-2897.88  2094.70    51.18     9.30)  ;  1, 206
  (-2904.86  2115.63    51.18     9.30)  ;  1, 207
  (-2918.81  2134.24    51.18     9.30)  ;  1, 208
  (-2918.81  2138.89    51.18     9.30)  ;  1, 209
  (-2923.46  2141.21    51.18     9.30)  ;  1, 210
  (-2942.06  2171.45    51.18     9.30)  ;  1, 211
  (-2946.72  2180.75    51.18     9.30)  ;  1, 212
  (-2949.04  2183.07    51.18     9.30)  ;  1, 213
  (-2983.92  2245.86    51.18     9.30)  ;  1, 214
  (-3000.20  2273.77    51.18     9.30)  ;  1, 215
  (-3065.55  2380.39    51.18     9.30)  ;  1, 216
  (-3084.16  2401.32    51.18     9.30)  ;  1, 217
  (-3112.07  2440.86    51.18     9.30)  ;  1, 218
  (-3123.69  2459.46    51.18     9.30)  ;  1, 219
  (-3139.97  2475.74    51.18     9.30)  ;  1, 220
  (-3163.23  2496.67    51.18     9.30)  ;  1, 221
  (-3172.53  2508.30    51.18     9.30)  ;  1, 222
  (-3188.81  2524.58    51.18     9.30)  ;  1, 223
  (-3221.37  2561.79    51.18     9.30)  ;  1, 224
  (-3228.34  2568.76    51.18     9.30)  ;  1, 225
  (-3244.62  2589.69    51.18     9.30)  ;  1, 226
  (-3272.53  2619.93    51.18     9.30)  ;  1, 227
  (-3288.81  2638.53    51.18     9.30)  ;  1, 228
  (-3309.74  2666.44    51.18     9.30)  ;  1, 229
  (-3335.32  2694.34    51.18     9.30)  ;  1, 230
  (-3367.88  2724.58    51.18     9.30)  ;  1, 231
  (-3395.78  2754.81    51.18     9.30)  ;  1, 232
  (-3414.39  2773.41    51.18     9.30)  ;  1, 233
  (-3430.67  2787.37    51.18     9.30)  ;  1, 234
  (-3442.29  2796.67    51.18     9.30)  ;  1, 235
  (-3470.20  2822.25    51.18     9.30)  ;  1, 236
  (-3479.50  2831.55    51.18     9.30)  ;  1, 237
  (-3498.11  2852.48    51.18     9.30)  ;  1, 238
  (-3526.01  2892.02    51.18     9.30)  ;  1, 239
  (-3551.60  2926.90    51.18     9.30)  ;  1, 240
  (-3567.87  2947.83    51.18     9.30)  ;  1, 241
  (-3584.15  2964.11    51.18     9.30)  ;  1, 242
  (-3616.71  3003.65    51.18     9.30)  ;  1, 243
  (-3642.29  3036.20    51.18     9.30)  ;  1, 244
  (-3658.57  3052.48    51.18     9.30)  ;  1, 245
  (-3670.20  3066.44    51.18     9.30)  ;  1, 246
  (-3691.13  3098.99    51.18     9.30)  ;  1, 247
  (-3695.78  3105.97    51.18     9.30)  ;  1, 248
  (-3730.92  3193.99    51.18     9.30)  ;  1, 249
  (-3756.50  3221.89    51.18     9.30)  ;  1, 250
  (-3809.99  3284.68    51.18     9.30)  ;  1, 251
  (-3842.55  3345.15    51.18     9.30)  ;  1, 252
  (-3879.76  3412.59    51.18     9.30)  ;  1, 253
  (-3921.62  3480.03    51.18     9.30)  ;  1, 254
  (-3951.85  3519.57    51.18     9.30)  ;  1, 255
  (-3972.78  3556.78    51.18     9.30)  ;  1, 256
  (-4003.01  3603.29    51.18     9.30)  ;  1, 257
  (-4014.64  3626.54    51.18     9.30)  ;  1, 258
  (-4049.52  3717.24    51.18     9.30)  ;  1, 259
  (-4070.45  3754.45    51.18     9.30)  ;  1, 260
  (-4091.38  3798.64    51.18     9.30)  ;  1, 261
  (-4126.27  3854.45    51.18     9.30)  ;  1, 262
  (-4140.22  3875.38    51.18     9.30)  ;  1, 263
  (-4151.85  3893.98    51.18     9.30)  ;  1, 264
  (-4182.08  3977.71    51.18     9.30)  ;  1, 265
  (-4252.11  4147.13    51.18     9.30)  ;  1, 266
  (-4291.64  4198.29    51.18     9.30)  ;  1, 267
  (-4280.01  4230.85    51.18     9.30)  ;  1, 268
  (-4282.34  4233.18    51.18     9.30)  ;  1, 269
  (-4303.27  4270.39    51.18     9.30)  ;  1, 270
  (-4321.87  4302.95    51.18     9.30)  ;  1, 271
  (-4335.83  4323.88    51.18     9.30)  ;  1, 272
  (-4338.15  4328.53    51.18     9.30)  ;  1, 273
  (-4354.43  4377.36    51.18     9.30)  ;  1, 274
  (-4361.41  4388.99    51.18     9.30)  ;  1, 275
  (-4373.03  4416.90    51.18     9.30)  ;  1, 276
  (-4389.31  4463.41    51.18     9.30)  ;  1, 277
  (-4407.92  4505.27    51.18     9.30)  ;  1, 278
  (-4421.87  4542.48    51.18     9.30)  ;  1, 279
  (-4426.52  4556.43    51.18     9.30)  ;  1, 280
  (-4433.50  4570.39    51.18     9.30)  ;  1, 281
  (-4454.43  4614.57    51.18     9.30)  ;  1, 282
  (-4475.36  4658.76    51.18     9.30)  ;  1, 283
  (-4496.29  4702.94    51.18     9.30)  ;  1, 284
  (-4512.57  4737.83    51.18     9.30)  ;  1, 285
  (-4517.22  4749.46    51.18     9.30)  ;  1, 286
  (-4528.85  4782.01    51.18     9.30)  ;  1, 287
  (-4528.85  4793.64    51.18     9.30)  ;  1, 288
  (-4531.17  4837.83    51.18     9.30)  ;  1, 289
  (-4547.72  4911.88    51.18     9.30)  ;  1, 290
  (-4547.72  4921.19    51.18     9.30)  ;  1, 291
  (-4550.04  4993.28    51.18     9.30)  ;  1, 292
  (-4550.04  5018.86    51.18     9.30)  ;  1, 293
  (-4550.04  5042.12    51.18     9.30)  ;  1, 294
  (-4545.39  5060.72    51.18     9.30)  ;  1, 295
  (-4519.81  5093.28    51.18     9.30)  ;  1, 296
  (-4517.49  5093.28    51.18     9.30)  ;  1, 297
  (-4303.53  5172.35    51.18     9.30)  ;  1, 298
  (-4298.88  5174.67    51.18     9.30)  ;  1, 299
  (-4240.74  5209.56    51.18     9.30)  ;  1, 300
  (-4208.19  5223.51    51.18     9.30)  ;  1, 301
  (-4194.23  5230.49    51.18     9.30)  ;  1, 302
  (-4082.61  5281.65    51.18     9.30)  ;  1, 303
  (-4066.33  5281.65    51.18     9.30)  ;  1, 304
  (-4031.44  5297.93    51.18     9.30)  ;  1, 305
  (-4024.47  5297.93    51.18     9.30)  ;  1, 306
  (-3959.35  5314.21    51.18     9.30)  ;  1, 307
  (-3912.84  5330.49    51.18     9.30)  ;  1, 308
  (-3905.86  5337.46    51.18     9.30)  ;  1, 309
  (-3838.42  5363.04    51.18     9.30)  ;  1, 310
  (-3824.47  5363.04    51.18     9.30)  ;  1, 311
  (-3775.63  5388.63    51.18     9.30)  ;  1, 312
  (-3761.68  5393.28    51.18     9.30)  ;  1, 313
  (-3694.24  5407.23    51.18     9.30)  ;  1, 314
  (-3666.33  5425.84    51.18     9.30)  ;  1, 315
  (-3643.08  5432.81    51.18     9.30)  ;  1, 316
  (-3580.29  5449.09    51.18     9.30)  ;  1, 317
  (-3533.78  5460.72    51.18     9.30)  ;  1, 318
  (-3524.47  5467.70    51.18     9.30)  ;  1, 319
  (-3496.57  5483.97    51.18     9.30)  ;  1, 320
  (-3466.33  5502.58    51.18     9.30)  ;  1, 321
  (-3447.73  5518.86    51.18     9.30)  ;  1, 322
  (-3440.75  5521.18    51.18     9.30)  ;  1, 323
  (-3426.80  5532.81    51.18     9.30)  ;  1, 324
  (-3412.85  5539.79    51.18     9.30)  ;  1, 325
  (-3338.43  5560.72    51.18     9.30)  ;  1, 326
  (-3241.07  5602.23    51.18     9.30)  ;  1, 327
  (-3227.11  5604.55    51.18     9.30)  ;  1, 328
  (-3115.49  5609.20    51.18     9.30)  ;  1, 329
  (-3059.67  5634.78    51.18     9.30)  ;  1, 330
  (-3029.44  5651.06    51.18     9.30)  ;  1, 331
  (-3003.86  5653.39    51.18     9.30)  ;  1, 332
  (-2996.88  5658.04    51.18     9.30)  ;  1, 333
  (-2938.74  5671.99    51.18     9.30)  ;  1, 334
  (-2901.53  5674.32    51.18     9.30)  ;  1, 335
  (-2882.93  5678.97    51.18     9.30)  ;  1, 336
  (-2799.21  5699.90    51.18     9.30)  ;  1, 337
  (-2764.33  5702.23    51.18     9.30)  ;  1, 338
  (-2743.40  5711.53    51.18     9.30)  ;  1, 339
  (-2636.42  5781.29    51.18     9.30)  ;  1, 340
  (-2634.10  5790.60    51.18     9.30)  ;  1, 341
  (-2580.61  5830.13    51.18     9.30)  ;  1, 342
  (-2566.65  5839.43    51.18     9.30)  ;  1, 343
  (-2562.00  5841.76    51.18     9.30)  ;  1, 344
  (-2482.93  5876.64    51.18     9.30)  ;  1, 345
  (-2455.03  5885.95    51.18     9.30)  ;  1, 346
  (-2443.40  5890.60    51.18     9.30)  ;  1, 347
  (-2389.91  5906.88    51.18     9.30)  ;  1, 348
  (-2357.35  5925.48    51.18     9.30)  ;  1, 349
  (-2278.29  5948.74    51.18     9.30)  ;  1, 350
  (-2262.01  5960.36    51.18     9.30)  ;  1, 351
  (-2257.36  5960.36    51.18     9.30)  ;  1, 352
  (-2224.80  5969.67    51.18     9.30)  ;  1, 353
  (-2201.54  5971.99    51.18     9.30)  ;  1, 354
  (-2032.07  6029.80    51.18     9.30)  ;  1, 355
  (-2018.12  6036.78    51.18     9.30)  ;  1, 356
  (-2013.47  6041.43    51.18     9.30)  ;  1, 357
  (-1973.93  6057.71    51.18     9.30)  ;  1, 358
  (-1936.73  6060.04    51.18     9.30)  ;  1, 359
  (-1920.45  6062.36    51.18     9.30)  ;  1, 360
  (-1878.59  6069.34    51.18     9.30)  ;  1, 361
  (-1797.19  6073.99    51.18     9.30)  ;  1, 362
  (-1771.61  6078.64    51.18     9.30)  ;  1, 363
  (-1734.40  6092.60    51.18     9.30)  ;  1, 364
  (-1727.43  6092.60    51.18     9.30)  ;  1, 365
  (-1690.22  6113.53    51.18     9.30)  ;  1, 366
  (-1666.96  6125.15    51.18     9.30)  ;  1, 367
  (-1659.98  6132.13    51.18     9.30)  ;  1, 368
  (-1611.15  6157.71    51.18     9.30)  ;  1, 369
  (-1599.52  6160.04    51.18     9.30)  ;  1, 370
  (-1578.59  6169.34    51.18     9.30)  ;  1, 371
  (-1573.94  6171.66    51.18     9.30)  ;  1, 372
  (-1536.73  6183.29    51.18     9.30)  ;  1, 373
  (-1480.92  6199.57    51.18     9.30)  ;  1, 374
  (-1401.85  6232.13    51.18     9.30)  ;  1, 375
  (-1378.59  6239.11    51.18     9.30)  ;  1, 376
  (-1369.29  6246.08    51.18     9.30)  ;  1, 377
  (-1322.78  6280.97    51.18     9.30)  ;  1, 378
  (-1299.52  6292.59    51.18     9.30)  ;  1, 379
  (-1280.92  6301.90    51.18     9.30)  ;  1, 380
  (-1243.71  6322.83    51.18     9.30)  ;  1, 381
  (-1227.43  6329.80    51.18     9.30)  ;  1, 382
  (-1213.48  6343.76    51.18     9.30)  ;  1, 383
  (-1176.27  6362.36    51.18     9.30)  ;  1, 384
  (-1155.34  6364.69    51.18     9.30)  ;  1, 385
  (-1139.06  6371.66    51.18     9.30)  ;  1, 386
  (-1111.15  6385.62    51.18     9.30)  ;  1, 387
  (-1094.87  6387.94    51.18     9.30)  ;  1, 388
  (-1039.06  6399.57    51.18     9.30)  ;  1, 389
  ( -858.00  6441.08    51.18     9.30)  ;  1, 390
  ( -848.69  6443.40    51.18     9.30)  ;  1, 391
  ( -839.39  6450.38    51.18     9.30)  ;  1, 392
  ( -776.60  6468.98    51.18     9.30)  ;  1, 393
  ( -739.39  6471.31    51.18     9.30)  ;  1, 394
  ( -713.81  6485.26    51.18     9.30)  ;  1, 395
  ( -648.70  6508.52    51.18     9.30)  ;  1, 396
  ( -630.09  6513.17    51.18     9.30)  ;  1, 397
  ( -581.25  6522.47    51.18     9.30)  ;  1, 398
  ( -541.72  6529.45    51.18     9.30)  ;  1, 399
  ( -476.60  6529.45    51.18     9.30)  ;  1, 400
  ( -418.47  6529.45    51.18     9.30)  ;  1, 401
  ( -358.00  6529.45    51.18     9.30)  ;  1, 402
  ( -337.07  6529.45    51.18     9.30)  ;  1, 403
  ( -281.26  6527.12    51.18     9.30)  ;  1, 404
  ( -274.28  6527.12    51.18     9.30)  ;  1, 405
  ( -255.68  6522.47    51.18     9.30)  ;  1, 406
  ( -204.51  6520.15    51.18     9.30)  ;  1, 407
  ( -111.49  6503.87    51.18     9.30)  ;  1, 408
  ( -102.19  6496.89    51.18     9.30)  ;  1, 409
  (  -90.56  6494.56    51.18     9.30)  ;  1, 410
  (  -85.91  6492.24    51.18     9.30)  ;  1, 411
  (  -34.75  6473.63    51.18     9.30)  ;  1, 412
  (  -16.14  6464.33    51.18     9.30)  ;  1, 413
  (   -4.52  6455.03    51.18     9.30)  ;  1, 414
  (   30.37  6431.77    51.18     9.30)  ;  1, 415
  (   48.97  6415.49    51.18     9.30)  ;  1, 416
  (   51.30  6413.17    51.18     9.30)  ;  1, 417
  (   95.48  6392.24    51.18     9.30)  ;  1, 418
  (  199.81  6264.06    51.18     9.30)  ;  1, 419
  (  213.76  6259.41    51.18     9.30)  ;  1, 420
  (  302.14  6147.78    51.18     9.30)  ;  1, 421
  (  302.14  6143.13    51.18     9.30)  ;  1, 422
  (  390.51  6031.50    51.18     9.30)  ;  1, 423
  (  395.16  6015.22    51.18     9.30)  ;  1, 424
  (  399.81  6010.57    51.18     9.30)  ;  1, 425
  (  404.46  6001.27    51.18     9.30)  ;  1, 426
  (  460.27  5940.80    51.18     9.30)  ;  1, 427
  (  478.88  5915.22    51.18     9.30)  ;  1, 428
  (  492.83  5903.60    51.18     9.30)  ;  1, 429
  (  548.64  5854.76    51.18     9.30)  ;  1, 430
  (  625.09  5717.23    51.18     9.30)  ;  1, 431
  (  632.06  5677.70    51.18     9.30)  ;  1, 432
  (  657.64  5642.82    51.18     9.30)  ;  1, 433
  (  662.30  5638.16    51.18     9.30)  ;  1, 434
  (  708.81  5573.05    51.18     9.30)  ;  1, 435
  (  718.11  5554.44    51.18     9.30)  ;  1, 436
  (  722.76  5549.79    51.18     9.30)  ;  1, 437
  (  764.62  5517.23    51.18     9.30)  ;  1, 438
  (  820.43  5480.03    51.18     9.30)  ;  1, 439
  (  880.90  5433.51    51.18     9.30)  ;  1, 440
  (  911.13  5410.26    51.18     9.30)  ;  1, 441
  (  964.62  5375.37    51.18     9.30)  ;  1, 442
  ( 1001.83  5347.47    51.18     9.30)  ;  1, 443
  ( 1046.01  5312.58    51.18     9.30)  ;  1, 444
  ( 1071.59  5293.98    51.18     9.30)  ;  1, 445
  ( 1078.57  5289.33    51.18     9.30)  ;  1, 446
  ( 1120.43  5256.77    51.18     9.30)  ;  1, 447
  ( 1166.94  5226.54    51.18     9.30)  ;  1, 448
  ( 1213.45  5187.00    51.18     9.30)  ;  1, 449
  ( 1241.36  5168.40    51.18     9.30)  ;  1, 450
  ( 1262.29  5154.45    51.18     9.30)  ;  1, 451
  ( 1273.92  5149.79    51.18     9.30)  ;  1, 452
  ( 1315.78  5128.86    51.18     9.30)  ;  1, 453
  ( 1341.36  5110.26    51.18     9.30)  ;  1, 454
  ( 1359.96  5100.96    51.18     9.30)  ;  1, 455
  ( 1371.59  5091.65    51.18     9.30)  ;  1, 456
  ( 1427.40  5054.45    51.18     9.30)  ;  1, 457
  ( 1457.64  5026.54    51.18     9.30)  ;  1, 458
  ( 1462.29  5026.54    51.18     9.30)  ;  1, 459
  ( 1473.91  5005.61    51.18     9.30)  ;  1, 460
  ( 1497.17  4961.42    51.18     9.30)  ;  1, 461
  ( 1508.80  4949.79    51.18     9.30)  ;  1, 462
  ( 1522.75  4917.24    51.18     9.30)  ;  1, 463
